"INSTITUTION","WEBADDR","CITY","STATE","ACCREDITED (Y/N)","ACCREDITATION","PUBLIC","PRIVATE","4-YEAR","2 YEAR (Assoc.)","GRAD","TECHNICAL","APPRENTICE","K-12","# TOTAL PROG","# STEM PROG","ACADEMIC","ONLINE/IN PERSON","START DATE","PROG LENGTH","# BATT SPECIFIC PROGRAMS","# BATT RELATED","BATT SPECIFIC","SPECIFIC PROGRAM TYPE","COURSE #","PROG NAME","PROG POC","PROG E-MAIL","PROG PHONE","PROG WEB","PROG PREREQ:","PROG COST","AVENUES FOR FUNDING","PROG ADDRESS","PROSPECTIVE JOBS (Rough Estimate)"
"University of Notre Dame","www.nd.edu/","St Joseph County","Indiana","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","125","25","Yes","In Person","Fall","4 years","1","4","No","Bachelor's","Program","Electrical Engineering","Robert Stevenson","rls@nd.edu","574-631-8308","https://ee.nd.edu/undergraduate/","Highschool diploma/GED","$67607/yr","Financial Aid: Scholarships, Grants, Loans","258 Fitpatrick Hall of Engineering, Notre Dame, IN 46556","Electrical engineer, electrical technician, systems engineer"
"University of Notre Dame","www.nd.edu/","St Joseph County","Indiana","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","125","25","Yes","In Person","Fall","2-6 years","1","4","No","Research","Program","Energy Storage Research","Hypersonic Systems Initiative","hypersonics@nd.edu","574-631-3261","https://hypersonics.nd.edu/research/energy-storage/","Contact POC for more information","$67607/yr","Grants","101 Hessert Aerospace Research Center, Notre Dame, IN 46556","Energy systems engineer, energy materials engineer, battery engineer"
"University of Notre Dame","www.nd.edu/","St Joseph County","Indiana","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","125","25","Yes","In Person","Fall","2-6 years","1","4","Yes","Research","Program","Battery Research","Dr. Prashant Kamat","pkamat@nd.edu","574-631-5411","https://www3.nd.edu/~kamatlab/research_batteries.html","Contact POC for more information","$67607/yr","Grants","223B Radiation Laboratory, Notre Dame, IN 46556","Battery systems engineer, battery specialist, battery management specialist"
"Indiana University-Indianapolis","https://indianapolis.iu.edu/","Indianapolis","Indiana","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","562","20","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","420 University Blvd, Indianapolis, IN 46202","Unknown"
"Ball State University","https://www.bsu.edu/","Muncie","Indiana","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","290","23","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","2000 W University Ave, Muncie, IN 47306","Unknown"
"Rose-Hulman Institute of Technology","https://www.rose-hulman.edu/","Terre Haute","Indiana","Yes","HLC","No","Yes","Yes","No","Yes","Yes","No","No","95","63","Yes","In Person","Fall","1 year","0","1","No","Certificate","Program","Power Certificate","Carlotta Berry","berry123@rose-hulman.edu","812-877-8657","https://www.rose-hulman.edu/academics/course-catalog/current/certificates.html#power-certificate:~:text=Systems%20and%20Applications-,POWER%20CERTIFICATE,-Take%20all%20of","None","$1600 per credit","Financial Aid: Scholarships, Grants, Loans","5499 Wabash Avenue, Terre Haute, IN 47803","Power systems engineer; grid/infrastructure analyst; energy policy specialist"
"University of Kentucky","www.uky.edu/","Lexington","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","428","43","Yes","In Person","Fall/Spring/Summer","1 year","0","3","No","Certificate","Program","Power and Energy Undergraduate Certificate","Joseph Sottile","joseph.sottile@uky.edu","859-218-5170","https://www.uky.edu/academics/undergraduate-certificate/pigman-college-engineering/power-and-energy-certificate","Highschool diploma/GED","~$9,090 (15?×?$606)","Financial Aid: Scholarships, Grants, Loans","506 Administration Dr, Lexington, KY 40508","Power/energy systems analyst"
"University of Kentucky","www.uky.edu/","Lexington","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","428","43","Yes","In Person","Fall/Spring/Summer","1 year","0","3","No","Certificate","Program","Power and Energy Graduate Certificate","Yuan Liao","yuan.liao@uky.edu","859?257?8042","https://www.uky.edu/academics/graduate-certificate/pigman-college-engineering/power-energy-graduate-certificate","Graduate standing","~$7,272$9,090","Financial Aid: Scholarships, Grants, Loans","512 Administration Dr, Lexington, KY 40506","Power systems engineer"
"University of Kentucky","www.uky.edu/","Lexington","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","428","43","Yes","In Person","Fall","1 semester","0","3","No","Course","MSE 599","Topics in Materials Science: Electrochemical Energy Storage","Matthew J. Beck","m.beck@uky.edu","859-257-0039","https://myuk.uky.edu/zapps/CourseCatalog/Offering/History/2026/010/98007256","MSE 301 + engineering or consent","$1,818 ","Financial Aid: Scholarships, Grants, Loans","512 Administration Dr, Lexington, KY 40506","Electrode development engineer"
"University of Louisville","www.louisville.edu/","Louisville","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","210","34","Yes","Online","Fall/Spring/Summer","2 years","0","1","No","Master's","Program","Online Master of Science in Materials and Energy Science & Engineering","Dr. Mahendra Sunkara","mksunk01@louisville.edu","502-852-9574","https://louisville.edu/online/programs/masters/master-of-science-in-materials-and-energy-science-engineering","Bachelors degree from ABET-accredited engineering, physics, or chemistry program; minimum 3.0 GPA","$830 per credit hour, $250 per credit hour active-duty tuition rate
","Financial Aid: Scholarships, Grants, Loans","2301 S. 3rd St., Belknap Campus, Louisville, KY 40292","Materials and energy scientist/engineer in energy storage and related fields"
"Western Kentucky University","https://www.wku.edu/","Bowling Green","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","200","33","Yes","In Person","Fall","2-6 years","1","0","Yes","Research","Program","Center for Energy Systems (CES)","Center for Energy Systems","farhad.ashrafzadeh@wku.edu","270-745-3354","https://www.wku.edu/ces/","Contact POC for more information","Contact POC for more information","Grants","419 College Heights Blvd, Bowling Green, KY 42101","Battery systems engineer, battery specialist, battery management specialist, energy systems specialist"
"Eastern Kentucky University","www.eku.edu/","Richmond","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","100","27","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","521 Lancaster Ave., Richmond, KY 40475","Unknown"
"Northern Kentucky University","www.nku.edu/","Highland Heights","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","150","33","Yes","In Person","Fall","2-6 years","1","0","Yes","Research","Program","Duke Energy Innovation Lab","College of Informatics","Unknown","859-572-5666","https://www.nku.edu/academics/informatics/about/outreach/duke-energy-innovation-lab.html","Contact POC for more information","Contact POC for more information","Grants","College of Informatics, Nunn Dr, Highland Heights, KY 41099","Energy systems engineer, energy materials engineer, battery engineer"
"Morehead State University","https://www.moreheadstate.edu/","Morehead","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","No","No","No","225","24","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","150 University Blvd., Morehead, KY 40351","Unknown"
"Murray State University","www.murraystate.edu/","Murray","Kentucky","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","148","27","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electromechanical Engineering Technology","Murray State University Admissions","msu.admissions@murraystate.edu","800?272?4678","https://www.murraystate.edu/programs/cset/eng-electromechanical.aspx","Highschool diploma/GED","https://www.murraystate.edu/admissions/BursarsOffice/tuition/index.aspx","Financial Aid: Scholarships, Grants, Loans","102 Curris Center, Murray, KY 42071","Electrical engineer, electrical technician, systems engineer"
"Centre College","https://www.centre.edu/","Danville","Kentucky","Yes","SACSCOC","No","Yes","Yes","No","Yes","No","No","No","70","22","Yes","In Person","Fall","2-6 years","2","0","Yes","Research","Program","Unknown","Emily Crabb","emily.crabb@centre.edu","859-238-5463","https://www.centre.edu/about/faculty-staff/emily-crabb#:~:text=Her%20current%20work%20focuses%20on%20how%20lithium%20ions%20are%20transported%20inside%20batteries%20and%20on%20how%20photons%20interact%20with%20magnetic%20metamaterials.","Contact POC for more information","Contact POC for more information","Grants","016 Olin Hall, 600 West Walnut St., Danville, KY 40422","Battery systems engineer, battery specialist, battery management specialist, energy systems specialist"
"Centre College","https://www.centre.edu/","Danville","Kentucky","Yes","SACSCOC","No","Yes","Yes","No","Yes","No","No","No","70","22","Yes","In Person","Fall","2-6 years","2","0","Yes","Research","Program","Unknown","Kristen Fulfer","kristen.fulfer@centre.edu","859-238-6514","https://www.centre.edu/about/faculty-staff/kristen-fulfer#:~:text=Currently%2C%20her%20group%20is%20exploring%20non%2Dlithium%2Dion%20battery%20electrolytes%2C%20which%20contain%20magnesium%20or%20zinc%20ions%20in%20organic%20solvents.","Contact POC for more information","Contact POC for more information","Grants","216 Olin Hall, 600 West Walnut St., Danville, KY 40422","Battery systems engineer, battery specialist, battery management specialist, energy systems specialist"
"Transylvania University","https://www.transy.edu/","Lexington","Kentucky","Yes","SACSCOC","No","Yes","Yes","No","Yes","No","No","No","46","23","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","300 North Broadway, Lexington, KY 40508","Unknown"
"Berea College","https://www.berea.edu/","Berea","Kentucky","Yes","SACSCOC","No","Yes","Yes","No","No","No","No","No","72","16","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","101 Chestnut St., Berea, KY 40404","Unknown"
"Georgia Institute of Technology-Main Campus","www.gatech.edu/","Atlanta","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","130","49","Yes","In Person","Fall","1 semester","0","2","No","Course","CHE 4759","Electrochemical Energy Storage and Conversion","Paul Kohl","paul.kohl@chbe.gatech.edu","404-894-2893","CHEM?4759 course page","CHEM 1212K minimum grade of D","https://finaid.gatech.edu/costs/undergraduate-costs","Financial Aid: Scholarships, Grants, Loans","311 Ferst Drive NW, Ford Environmental Science & Technology Building, Atlanta, GA 30332","Battery engineer, energy systems analyst, research roles"
"Georgia Institute of Technology-Main Campus","www.gatech.edu/","Atlanta","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","130","49","Yes","In Person","Fall","1 semester","0","2","No","Course","CHBE 6030","Electrochemical Engineering","Matthew T. McDowell & Gleb Yushin","mattmcdowell@gatech.edu & gleb.yushin@mse.gatech.edu","404-894-8341 & 404-385-3261","https://oscar.gatech.edu/bprod/bwckctlg.p_disp_course_detail?cat_term_in=202502&subj_code_in=CHBE&crse_numb_in=6030","Contact POC for more information","https://finaid.gatech.edu/costs/graduate-costs","Financial Aid: Scholarships, Grants, Loans","Georgia Institute of Technology, North Ave, Atlanta, GA 30332","Battery materials engineer, electrochemical systems researcher"
"Emory University","www.emory.edu/","Atlanta","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","150","13","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","201 Dowman Drive, Atlanta, GA 30322","Unknown"
"Georgia State University","www.gsu.edu/","Atlanta","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","367","35","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","33 Gilmer Street SE, Atlanta, GA 30303","Unknown"
"Mercer University","https://www.mercer.edu/","Macon","Georgia","Yes","SACSCOC","No","Yes","Yes","No","Yes","Yes","No","No","180","29","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Mechanical Engineering","Dr. Hodge Jenkins","jenkins_he@mercer.edu","478-301-2831","https://engineering.mercer.edu/academic-programs/undergraduate-programs/mechanical-engineering/","Highschool diploma/GED","https://financialaid.mercer.edu/","Financial Aid: Scholarships, Grants, Loans","1501 Mercer University Drive, Macon, GA 31207, USA","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"Kennesaw State University","www.kennesaw.edu/","Kennesaw","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","180","24","Yes","In Person","Fall/Spring/Summer","4 years","0","2","No","Bachelor's","Program","Electrical Engineering","Department of Electrical and Computer Engineering","electrical_engineering@kennesaw.edu","470-578-7246","https://www.kennesaw.edu/degrees-programs/bachelor-degrees/electrical-engineering.php?major=Bachelor+of+Science+in+Electrical+Engineering+&url=https%3A%2F%2Fwww.kennesaw.edu%2Fdegrees-programs%2Fbachelor-degrees%2Felectrical-engineering.php","Highschool diploma/GED","https://www.kennesaw.edu/fiscal-services/bursar/tuition-fees/","Financial Aid: Scholarships, Grants, Loans","840 Polytechnic Lane, Marietta Campus, Engineering Technology Center, Building Q, Room #Q-255, Marietta, GA 30060","Electrical engineer, electrical technician, systems engineer"
"Kennesaw State University","www.kennesaw.edu/","Kennesaw","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","180","24","Yes","In Person","Fall/Spring/Summer","4 years","0","2","No","Bachelor's","Program","Electrical Engineering Technology","Department of Engineering Technology","dstollbe@kennesaw.edu","470-578-5146","https://www.kennesaw.edu/degrees-programs/bachelor-degrees/electrical-engineering-technology.php?major=Bachelor+of+Science+in+Electrical+Engineering+Technology+&url=https%3A%2F%2Fwww.kennesaw.edu%2Fdegrees-programs%2Fbachelor-degrees%2Felectrical-engineering-technology.php","Highschool diploma/GED","https://www.kennesaw.edu/fiscal-services/bursar/tuition-fees/","Financial Aid: Scholarships, Grants, Loans","Department of Engineering Technology, Marietta Campus, Engineering Technology Center, Building Q, Room #Q-236, 840 Polytechnic Lane, Marietta, GA 30060","Electrical engineer, electrical technician, systems engineer"
"West Georgia Technical College","https://www.westgatech.edu/","Waco","Georgia","Yes","SACSCOC","Yes","No","No","Yes","No","Yes","No","No","126","25","Yes","In Person","Fall/Spring","1 semester","0","1","No","Certificate","Program","Automotive Electrical/Electronic Systems Technician Certificate (AE41)","Terry Smith","terry.smith@westgatech.edu","770?947?7312","https://www.westgatech.edu/program-explorer/Installation-Maintenance-Repair/automotive-technology/","Minimum GPA?2.0","https://www.westgatech.edu/financial-aid/","Financial Aid: Scholarships, Grants, Loans","1 College Circle, LaGrange, GA 30240","Automotive electrical diagnostic technician; battery system technician; starting/charging system specialist"
"Clark Atlanta University","www.cau.edu/","Atlanta","Georgia","Yes","SACSCOC","No","Yes","Yes","No","Yes","No","No","No","66","13","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","223 James P. Brawley Drive NW, Atlanta, GA 30314","Unknown"
"Spelman College","www.spelman.edu/","Atlanta","Georgia","Yes","SACSCOC","No","Yes","Yes","No","Yes","No","No","No","42","8","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","350 Spelman Lane SW, Atlanta, GA 30314","Unknown"
"Savannah State University","www.savannahstate.edu/","Statesboro","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","50","11","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical Engineering Technology","Office of Admissions","admissions@savannahstate.edu","912-358-4162","https://savannahstate.edu/programs/electrical-engineering-technology/#careers","Highschool diploma/GED","https://savannahstate.edu/bursar/tuition/","Financial Aid: Scholarships, Grants, Loans","3219 College Street, Savannah, GA 31404","Electrical engineer, electrical technician, systems engineer, power technician"
"Albany State University","https://www.asurams.edu/","Albany","Georgia","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","No","55","9","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","504 College Drive, Albany, GA 31705","Unknown"
"Vanderbilt University","www.vanderbilt.edu/","Nashville","Tennessee","Yes","SACSCOC","No","Yes","Yes","No","Yes","Yes","No","No","129","30","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical and Computer Engineering","W. Timothy Holman","tim.holman@vanderbilt.edu","615-322-1362","https://admissions.vanderbilt.edu/academics/fact-sheet/?program=1227","Highschool diploma/GED","https://www.vanderbilt.edu/admissions/financial-aid/#h2-overview-of-costs-and-deadlines","Financial Aid: Scholarships, Grants, Loans","247 Featheringill Hall, 400 24th St, Nashville, TN 37240","Electrical engineer, electrical technician, systems engineer, power technician"
"Tennessee Technological University","www.tntech.edu/","Cookeville","Tennessee","Yes","SACSCOC","Yes","No","Yes ","No","Yes","Yes","No","No","200","23","Yes","In Person","Unknown","1 semester","0","2","No","Course","CHE 6060","Electrochemical Power Sources","Chemical Engineering Graduate Program Director","cpe@tntech.edu","931-372?3297","https://undergrad.catalog.tntech.edu/programs/CHE-ENEV","CHEM?3510 and CHEM?3520 minimum grade D","https://www.tntech.edu/financialaid/","Financial Aid: Scholarships, Grants, Loans","Department of Chemical Engineering, Tennessee Technological University, 1020 Stadium Drive, Cookeville, TN 38505","Battery systems engineer; electrochemical R&D researcher"
"Tennessee Technological University","www.tntech.edu/","Cookeville","Tennessee","Yes","SACSCOC","Yes","No","Yes ","No","Yes","Yes","No","No","200","23","Yes","In Person","Fall","2 years","0","2","No","Master's","Program","MS in Chemical Engineering (materials including batteries)","Chemical Engineering Graduate Program Coordinator","cpe@tntech.edu","931-372?3297","https://grad.catalog.tntech.edu/programs/CHE-MS","Bachelor's Degree","https://www.tntech.edu/financialaid/","Financial Aid: Scholarships, Grants, Loans","Department of Chemical Engineering, Tennessee Technological University, 1020 Stadium Drive, Cookeville, TN 38505","Materials engineer; battery R&D scientist"
"Middle Tennessee State University","www.mtsu.edu/","Murfreesboro","Tennessee","Yes","SACSCOC","Yes","No","Yes ","No","Yes","Yes","No","No","300","25","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electromechanical Engineering Technology","Dr. Saeed Foroudastan","saeed.foroudastan@mtsu.edu","615-494-8786","https://www.mtsu.edu/program/engineering-technology-electromechanical-engineering-technology-concentration-b-s/","Highschool diploma/GED","https://www.mtsu.edu/financial-aid/","Financial Aid: Scholarships, Grants, Loans","Science Building, Room 1026, 1620 Alumni Dr, Murfreesboro, TN 37132","Electrical engineer, electrical technician, systems engineer, power technician"
"University of Memphis","https://www.memphis.edu/","Memphis","Tennessee","Yes","SACSCOC","Yes","No","Yes ","No","Yes","Yes","No","No","150","22","Yes","In Person","Fall","2-6 years","1","1","Yes","Research","Program","Headley Research","Alexander J. Headley","jheadley@memphis.edu","Unknown","https://www.memphis.edu/me/research/headley-research.php","Contact POC for more information","Contact POC for more information","Grants","3815 Central Avenue, Memphis, TN 38111","Energy systems engineer, energy materials engineer, battery engineer"
"University of Memphis","https://www.memphis.edu/","Memphis","Tennessee","Yes","SACSCOC","Yes","No","Yes ","No","Yes","Yes","No","No","150","22","Yes","In Person","Fall","4 years","1","1","No","Bachelor's","Program","Electrical Engineering - Modern Energy and Power Systems Concentration","Peter Lau","peterlau@memphis.edu","901-678-4528","https://catalog.memphis.edu/preview_program.php?catoid=33&poid=13887&returnto=1982","Highschool diploma/GED","https://www.memphis.edu/usbs/fees/index.php?_ga=2.236212481.1636472278.1752856973-1742509222.1752856973#:~:text=Resident%20Tuition%20Rate","Financial Aid: Scholarships, Grants, Loans","3815 Central Avenue, Memphis, TN 38111","Electrical engineer, electrical technician, systems engineer, power technician"
"East Tennessee State University","https://www.etsu.edu/","Johnson City","Tennessee","Yes","SACSCOC","Yes","No","Yes ","No","Yes","Yes","No","No","173","26","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","TTU-ETSU Bachelor of Science in Engineering","Dr. Mohammad Moin Uddin","uddinm@etsu.edu","423-439-4164","https://catalog.etsu.edu/preview_program.php?catoid=61&poid=17983","Highschool diploma/GED","https://www.etsu.edu/paying-for-college/estimator/","Financial Aid: Scholarships, Grants, Loans","213 Wilson Wallis Hall, Johnson City, TN 37614","Electrical engineer, electrical technician, systems engineer, power technician"
"Austin Peay State University","www.apsu.edu/","Clarksville","Tennessee","Yes","SACSCOC","Yes","No","Yes ","Yes","Yes","Yes","No","No","175","21","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Engineering Technology: Concentration Electrical Engineering Technology","Office of Admissions","admissions@apsu.edu","931-221-7661","https://www.apsu.edu/programs/undergraduate/engt-tech-electrical-engineering-technology.php","Highschool diploma/GED","https://www.apsu.edu/student-account-services/tuition_and_fees/index.php","Financial Aid: Scholarships, Grants, Loans","601 College Street, Clarksville, TN 37044","Electrical engineer, electrical technician, systems engineer, power technician"
"Lipscomb University","https://www.lipscomb.edu/","Nashville","Tennessee","Yes","SACSCOC","No","Yes","Yes ","No","Yes","No","No","No","175","27","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N /A","Financial Aid: Scholarships, Grants, Loans","One University Park Drive, Nashville, TN 37204","Unknown"
"North Carolina State University at Raleigh","www.ncsu.edu/","Raleigh","North Carolina","Yes","SACSCOC","Yes","No","Yes ","No","Yes","No","No","No","300","61","Yes","In Person","Fall","2-6 years","1","3","Yes","Research","Program","NC State College of Engineering Battery and Energy Storage Initiative","Veronia Augustyn","vaugust@ncsu.edu","Unknown","https://catalog.ncsu.edu/graduate/engineering/electric-power-system-engineering/#coursestext","Contact POC for more information","Contact POC for more information","Grants","Fitts-Woodlard Hall, 915 Partners Way, Raleigh, NC 27695","Battery systems engineer; electrochemical R&D researcher"
"North Carolina State University at Raleigh","www.ncsu.edu/","Raleigh","North Carolina","Yes","SACSCOC","Yes","No","Yes ","No","Yes","No","No","No","300","61","Yes","In Person","Fall","2 years","1","3","No","Master's","Program","Electric Power System Engineering","Paul Franzon","paulf@ncsu.edu","919-515-7351","https://catalog.ncsu.edu/graduate/engineering/electric-power-system-engineering/#coursestext","Bachelor's Degree","https://studentservices.ncsu.edu/finances/estimated-cost-of-attendance/graduate-student-estimated-cost-of-attendance/","Financial Aid: Scholarships, Grants, Loans","Fitts-Woodlard Hall, 915 Partners Way, Raleigh, NC 27695","Electrical engineer, electrical technician, systems engineer, power technician"
"North Carolina State University at Raleigh","www.ncsu.edu/","Raleigh","North Carolina","Yes","SACSCOC","Yes","No","Yes ","No","Yes","No","No","No","300","61","Yes","In Person","Fall","4 years","1","3","No","Bachelor's","Program","Electrical Engineering - Power Systems Concentration","James Tuck","jtuck@ncscu.edu","919-513-0923","https://catalog.ncsu.edu/undergraduate/engineering/electrical-computer/electrical-engineering-bs-power-systems-concentration/","Highschool diploma/GED","https://studentservices.ncsu.edu/finances/estimated-cost-of-attendance/undergraduate-student-estimated-cost-of-attendance/","Financial Aid: Scholarships, Grants, Loans","Fitts-Woodlard Hall, 915 Partners Way, Raleigh, NC 27695","Electrical engineer, electrical technician, systems engineer, power technician"
"North Carolina State University at Raleigh","www.ncsu.edu/","Raleigh","North Carolina","Yes","SACSCOC","Yes","No","Yes ","No","Yes","No","No","No","300","61","Yes","In Person","Fall","4 years","1","3","No","Bachelor's","Program","Electrical Engineering - Renewable Electric Energy Systems Concentration","James Tuck","jtuck@ncscu.edu","919-513-0923","https://catalog.ncsu.edu/undergraduate/engineering/electrical-computer/electrical-engineering-bs-renewable-electric-energy-systems-concentration/","Highschool diploma/GED","https://studentservices.ncsu.edu/finances/estimated-cost-of-attendance/undergraduate-student-estimated-cost-of-attendance/","Financial Aid: Scholarships, Grants, Loans","Fitts-Woodlard Hall, 915 Partners Way, Raleigh, NC 27695","Electrical engineer, electrical technician, systems engineer, power technician"
"Duke University","www.duke.edu/","Durham","North Carolina","Yes","SACSCOC","No","Yes","Yes","No","Yes","Yes","Yes","Yes","225","30","Yes","In Person","Fall/Spring","2 years","0","3","No","Master's","Program","Mechanical Engineering and Materials Science MS","Siobhan Rigby Oca","siobhan.rigby@duke.edu","Unknown","https://gradschool.duke.edu/academics/programs-degrees/mechanical-engineering-and-materials-science-ms/","Bachelors Degree","https://gradschool.duke.edu/financial-support/cost-attend/","Financial Aid: Scholarships, Grants, Loans","144 Hudson Hall, Campus Box 90300, Durham, NC 27708","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"Duke University","www.duke.edu/","Durham","North Carolina","Yes","SACSCOC","No","Yes","Yes","No","Yes","Yes","Yes","Yes","225","30","Yes","In Person","Fall/Spring","2-6 years","0","3","No","PhD","Program","Mechanical Engineering and Materials Science PhD","Michell Tampe","michell.tampe@duke.edu","919-660-5311","https://gradschool.duke.edu/phd-mechanical-engineering-and-materials-science/","Bachelors Degree","https://gradschool.duke.edu/financial-support/cost-attend/","Financial Aid: Scholarships, Grants, Loans","144 Hudson Hall, Campus Box 90300, Durham, NC 27708","Mechanical design engineer, automotive engineer, aerospace engineer, energy systems engineer, robotics engineer, HVAC engineer"
"Duke University","www.duke.edu/","Durham","North Carolina","Yes","SACSCOC","No","Yes","Yes","No","Yes","Yes","Yes","Yes","225","30","Yes","In Person","Fall","1 year","0","3","No","Minor","Program","Energy Engineering Minor","Josiah Knight","jknight@duke.edu","Unknown","https://pratt.duke.edu/academics/undergrad/majors-minors/energy/","Highschool diploma/GED","https://pratt.duke.edu/admissions/financial-support/","Financial Aid: Scholarships, Grants, Loans","144 Hudson Hall, Campus Box 90300, Durham, NC 27708","Energy systems engineer, energy materials engineer, battery engineer"
"Wake Forest University","www.wfu.edu/","Winston-Salem","North Carolina","Yes","SACSCOC","No","Yes","Yes","No","Yes","Yes","No","No","133","24","Unknown","Unknown","Unknown","2 years","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","1834 Wake Forest Road, Winston-Salem, NC 27106","Unknown"
"University of North Carolina at Charlotte","https://www.charlotte.edu/","Charlotte","North Carolina","Yes","SACSCOC","Yes","No","Yes","No","Yes","Yes","No","Yes","170","99","Yes","In Person","Fall/Spring","4 years","2","5","No","Bachelor's","Program","Electrical Engineering","Jim Conrad","jmconrad@charlotte.edu","704-687-8597","https://academics.charlotte.edu/program/electrical-engineering-b-s-e-e-on-campus/","Highschool diploma/GED","https://ninercentral.charlotte.edu/faqs/","Financial Aid: Scholarships, Grants, Loans","EPIC 2254, Elec & Computer Engr (Coeng), Charlotte, NC 28223-0001","Electrical engineer, electrical technician, systems engineer, power technician"
